	L155_Col	L155_TSB	L155_FC	DEG	OG	KO.id	KO.description
cds0	7.58510775415588	8.91753323007979	-1.20637095831241	down	OG0000730	K01923	purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
cds1	5.38311371692062	6.10397578821512	-0.298114989797012	nonDEG	OG0000069	K16137	nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
cds10	2.35384840640465	3.97165878937538	-2.11661150237321	nonDEG	OG0005397		
cds100	4.63748305324343	5.16858450913969	-0.227491097935585	nonDEG			
cds1000	7.14371512020516	8.44929828677439	-1.15920288653489	down	OG0002423	K00322	sthA; NAD(P) transhydrogenase [EC:1.6.1.1]
cds1001	4.42012415438353	2.85591808435829	1.91555254951477	nonDEG			
cds1003	10.4940923515139	12.4562707245058	-1.81424103286876	down	OG0001005	K03545	tig; trigger factor
cds1004	7.82701289690575	7.98707360409649	0.0236832420381832	nonDEG	OG0002682		
cds1005	9.77840256535773	11.0673133379084	-1.15584788642686	down	OG0002682		
cds1006	3.95601834679061	3.06699064080108	0.835338914166554	nonDEG			
cds1007	6.84549895614161	7.67229219080897	-0.685885649048249	nonDEG	OG0005416	K04094	trmFO; methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]
cds1008	4.75345748771686	5.32204480280004	-0.395810315257078	nonDEG			
cds1009	4.50928425800519	6.30721456974293	-1.60575747897779	down	OG0002310	K02291	crtB; 15-cis-phytoene synthase [EC:2.5.1.32]
cds101	8.54417066799724	8.51329446512641	0.192912573604974	nonDEG	OG0001787	K02221	yggT; YggT family protein
cds1011	7.62403330006975	9.81099748811429	-1.99739132618975	down	OG0001226	K03074	secF; preprotein translocase subunit SecF
cds1012	6.16943332553139	8.96426828273771	-2.65665371304326	down	OG0000979	K03210	yajC; preprotein translocase subunit YajC
cds1013	6.20167354484601	6.51827173245579	-0.131307998146713	nonDEG	OG0002427	K06923	uncharacterized protein
cds1014	8.82969698767066	2.78178727724614	5.85645454681519	up	OG0001435		
cds1015	8.23909907539244	8.05382798057524	0.292458130968298	nonDEG	OG0000341	K06204	dksA; DnaK suppressor protein
cds1016	4.44249555300304	4.87994557129499	-0.30373663379606	nonDEG	OG0001299	K08296	sixA; phosphohistidine phosphatase [EC:3.1.3.-]
cds1017	6.29371501327076	3.6766200020035	1.95774508386663	nonDEG	OG0006884	K06918	uncharacterized protein
cds1018	4.86834021151268	3.84033349479171	1.30396611420608	nonDEG	OG0006885	K08990	ycjF; putative membrane protein
cds1019	6.1864056483083	7.22414023177034	-0.938635769862137	nonDEG			
cds102	5.68541058212345	5.47760822432959	0.287126076809471	nonDEG	OG0006872	K09131	uncharacterized protein
cds1020	2.98768220172406	4.81094155766292	-3.59389765201129	down	OG0000394	K00950	folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]
cds1021	2.72001461108524	3.82597085417243	-2.25359432937071	nonDEG	OG0000641	K01633	folB; 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
cds1022	4.51481245384833	6.21008951150825	-2.17926875066787	down	OG0000754	K00796	folP; dihydropteroate synthase [EC:2.5.1.15]
cds1023	5.51349346078111	5.34620917233059	0.327808940584071	nonDEG			
cds1024	5.76848678422638	6.38635132165243	-0.492242826370377	nonDEG	OG0001457	K04755	fdx; ferredoxin, 2Fe-2S
cds1025	5.42266188242015	6.86186176183552	-1.02590790799492	nonDEG			
cds1026	10.9330572349579	11.25639340064	-0.163625453709733	nonDEG	NA	NA	NA
cds1027	10.5188107618669	10.7911841412297	-0.129309138067413	nonDEG	NA	NA	NA
cds1028	6.57838738101768	8.25787006136248	-1.59482587230322	down			
cds1029	7.42500430471814	8.45227210672038	-0.867969494733103	nonDEG	OG0001035	K00573	E2.1.1.77; protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
cds103	9.49207333520008	11.3531402976251	-1.78540632232184	down	OG0000761	K01507	ppa; inorganic pyrophosphatase [EC:3.6.1.1]
cds1033	7.53542349188764	5.73237029105149	1.92888962668112	up			
cds1035	7.11324341825462	6.11008497978274	1.2081901466644	up	OG0001387	K03809	wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
cds1036	6.32465451631433	7.44909069877714	-0.898149299961453	nonDEG	OG0000347	K03743	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
cds1037	10.1712844980882	7.76231771683385	2.55810616748292	up			
cds1038	7.16465136655748	7.03777977778078	0.213372933500943	nonDEG	OG0000000	K02003	ABC.CD.A; putative ABC transport system ATP-binding protein
cds1039	8.42958515418291	8.99314279162912	-0.437531060199691	nonDEG	OG0002695	K09971	aapM; general L-amino acid transport system permease protein
cds104	4.64947615227862	6.15052041185678	-0.7819731187958	nonDEG	OG0000140	K22441	paiA; diamine N-acetyltransferase [EC:2.3.1.57]
cds1040	8.44280853599291	9.92916182935519	-1.27205700059686	down	OG0002694	K09970	aapQ; general L-amino acid transport system permease protein
